cat0;cat1;cat2;cat3;cat4;Produkttyp_Quelle;ITEM_ID;PRODUCTNAME;EAN;GTIN/EAN;BRAND;BASIC_PRICE;CATEGORYTEXT1;EPREL-Nr.;Abfluss;Abmessung Ausgussbecken in mm;Abmessung Handwaschbecken in mm;Abmessung Verpackung B x T x H in mm;Abmessungen in mm;Abschließbar;Absicherung;Abstand zwischen den Holmen in mm;Abstell- und Lagerflächen;Abtauung;Abtauverfahren;Aggregatetyp / Modell;Anbaufähig;Angaben zum Gewicht;Anordnung Becken;Anordnung Kälteaggregat / Installationsfach;Anschluss- und Verbrauchswerte;Anschlusswert in Watt;Anschluß Flüssigseite;Anschluß Saugseite;Anschluß Wasserabfluß;Anschluß Wasserzuleitung;Anschlußkabel steckbar;antibakterielle Innenbeschichtung;Anwendungsbereich;Anzahl an Eiswürfeln in 24h;Anzahl Backkammern;Anzahl Becken;Anzahl der Abteile;Anzahl Körbe im Lieferumfang enthalten;Anzahl möglicher Körbe;Anzahl Mülltonnen;Anzahl Regalböden;Anzahl Relaisausgänge;Anzahl Roste je Tür;Anzahl Schubladen;Anzahl Schubladensätze;Anzahl Temperaturfühler;Anzahl Türen;Anzahl Türen Unterbau;Anzahl Zwischenablagen;Arbeitsplatte abgekantet;Arbeitsplatte abnehmbar;Arbeitsplatte aufgekantet;Arbeitsplatte Tiefe in mm;Arbeitsplatten-Stärke;Arbeitsplatten-Überstand;Arbeitstemperatur in °C;Armatur vorhanden;Art der Eiswürfel;Art der Steuerung;Artikelnummer;Auffahrrampe;Aufnahme Pizzableche 600x400 mm pro Kammer;Aufstellhöhe;Ausführung;Ausführung Ablageflächen;Ausführung Bedienseite;Ausführung Boden;Ausführung Deckel;Ausführung der Tür;Ausführung Dichtung;Ausführung Frontscheibe;Ausführung Führungsschienen;Ausführung für Zentralkühlung;Ausführung Kundenseite;Ausführung mit Rollen;Ausführung mit Sammler;Ausführung Regalsystem;Ausführung Saugseite;Ausführung Schubladen;Ausführung Schubladensätze;Ausführung Temperaturfühler;Ausführung Tür;Ausführungsmerkmale;Ausgangsleistung in Watt;Ausgangssignal;ausgelegt für Raumvolumen in m³ bis;Auslagefläche in m²;Auslagenfläche Material;Auslagentiefe in mm;Ausschnitt passend für;Ausschnittmaß (bei Deckenaggregat) in mm;Ausschnittmaß BxT in mm;Ausstattung;Ausstellfläche in m²;Außen Breite in mm;Außen Höhe in mm;Außen Tiefe in mm;Außenmaterial;Backkammern erweiterbar bis zu;Beckenanzahl;Behälterabstand in mm;bei Luftfeuchtigkeit %;Belastbarkeit Ablageflächen in kg;Beleuchtung;Bemaßung Außen;Bemaßung Innen;Beschichteter Verdampfer;Beschichtung;Beschichtung Innenbehälter;Bestückung mit;Bestückungsmöglichkeit;Bestückungsmöglichkeit GN-Behälter;Breite in mm Schenkel links;Breite in mm Schenkel mitte;Breite in mm Schenkel rechts;Brutto Gewicht in kg;Brutto Inhalt in Liter;Dichtung Montage;Dichtungstausch für Laien möglich;Digitaleingang Anzahl;Digitaleingänge;Doppelverdampfersystem;Druckausgleichsventil;Durchführung für Bierleitung;Durchmesser (ø);Ein- und Ausschalter;Ein-/Aus-Schalter;Einbaufähig;Einbaumaß (BxT) in mm;Einbringmaß bei geöffneter Scheibe (Breite) in mm;Einbringtemperatur in °C;Einbringung frei Verwendungsstelle;Eingeschäumter Verdampfer;Eisschalen in einer Ebene gelagert;Eisschalen übereinander gelagert;Eiswürfelproduktion pro Zyklus in kg / Anzahl;elektrische Haubenbestätigung;Energieeffizienzindex in %;Energieeffizienzklasse;Energieeffizienzklasse Spektrum;Energieverbrauch in kWh / 24h;Energieverbrauch in KWh / 365 Tage;Energieverbrauch in kWh / pro Betriebsstunde;Entlüftungsventil für Druckausgleich;entspricht Normmaß;EU-Label Verordnung;Expansionsventil (bei Zentralkühlung);Explosions geschützt;Farbe außen;Farbe innen;Fassnorm;Fassungsvermögen;Fassungsvermögen Fässer;Fassungsvermögen Pizzen DM 30 / 35 cm pro Kammer;Fassungsvermögen Pizzen DM 45 cm pro Kammer;Fassungsvermögen Pizzen DM 50 cm pro Kammer;Fassungsvermögen Speicher;Feuchtigkeitsbereich;Feuchtigkeitssensor Art;Frequenz in Hz;Frontmass in mm;Frontpaneel enthalten;Frontscheibe kippbar;Fühlereingänge;Fühlertyp;für Gastronorm;für lichte Höhe;für lichte Weite;für Wandstärke von / bis ( in mm );Füße;geeignet ab Baujahr;geeignet für Höhe der Behälter;Gerät / Herst. Art. Nr.;Gerätefarbe Nicht RAL-Ton;Gerätefarbe RAL-Ton;Geräuschpegel in dB(A);Gewicht der Eiswürfel in Gramm;Gewährleistung;Glasaufbau;GN Behälter verwendbar bis Höhe in mm;Griff;Größe der Eiswürfel in mm;Heizspiralelemente;Hersteller;Herstellerbezeichnung;Herstellernummer;Hohenverstellbare Ausgleichsfüße;Hubvolumen in cm³;Humidor;Hustenschutz;Hustenschutz absenkbar;Höhe bei geöffneter Klappe in mm;Höhe der Innenwannei n mm;Höhe Glasaufbau in mm;Höhe mit Füßen in mm;Höhe mit Rollen;Höhe mit Spuckschutz in mm;Höhenverstellbar;Innen Breite in mm;Innen Höhe in mm;Innen Tiefe in mm;Innenbeleuchtung;Innenhöhe Backkammer in mm;Innenwanne BxTxH in mm;Isolierstärke / Wandstärke in mm;Isolierstärke in mm;k-Wert in W/m²;Kabellänge in mm;Kategorie Energieeffizienzklasse;Kerntemperaturfühler enthalten;Klimaklasse;Kondensator notwendig;Kondensatorfühler;Konservierungstemperatur in °C;Kälteleistung bei VT +5°C;Kälteleistung bei VT -0°C;Kälteleistung bei VT -10°C;Kälteleistung bei VT -15°C;Kälteleistung bei VT -20°C;Kälteleistung bei VT -25°C;Kälteleistung bei VT -30°C;Kälteleistung bei VT -5°C;Kälteleistung in Watt;Kältemittel Füllmenge in Gramm;Kältemittelsorte / GWP;Kältesystem mit vorinstallierten E-Ventil;Kühlmöbel fahrbar;Kühlsystem ( statisch / Umluft );Kühlung Kondensator;Leistung Beleuchtung in Watt;Leistung in PS;Leistung in Watt;Leistung Keramikfeld in Watt;Leistung Schnellkühlen pro Charge ( 90 min ) in kg;Leistung Schockfrosten pro Charge ( 240 min ) in kg;Leistung Wasserbadheizkörper in Watt;Leistung Wärmebrücke in Watt;Licht-Energieeffizienzklasse;lichtes Türmaß B x H in mm;Lichtschalter;Lieferant;Lieferung erfolgt;Listenpreis;Luftfilter vor Kondensator;Luftmenge in m³/h;Luftrichtung;Luftschallemissionsklasse;Länge in mm;Material Ablageflächen;Material Arbeitsplatte;Material außen;Material Innen;Material Innenbehälter;Material Schneidebrett;max. Höhe der Behälter in mm;max. Montagehöhe;max. Produkthöhe in cm;max. Umgebungstemperatur in °C;max. Wasserdruck;max. Wasserhärte;max. Wassertemperatur in °C;Maß Innenwanne BxTxH in mm;Mindesabstand beim Einbau beachten;Mischbatterie vorhanden;mit Becken;mit Boden;mit Boden und Fach;mit Drehtüren;mit Fach;mit Rollen;mit Schiebetüren;mit Schubladen und Drehtüren;mit Schubladen und Fach;mit Schubladen und Schiebetüren;mit Untergestell;Montageart;mögliche Anzahl 4,75 Liter Eisschalen (260x165x170mm);mögliche Anzahl 5,00 Liter Eisschalen (360x165x120mm);mögliche Anzahl 7,00 Liter Eisschalen (360x165x150mm);mögliche Anzahl runde Pozzetti Eisbehälter;Nachtabdeckung;Nachtrollo;Netto Gewicht in kg;Netto Inhalt in Liter;Nettorauminhalt Kühlung gesamt in LIter;Nettorauminhalt Tiefkühlung gesamt in LIter;notwendige Stromstärke der Vorsicherung;Notüberlaufbehälter;Nutzinhalt Flaschen in Stück;Ober- und/oder Unterhitze;Offener Unterbau mit Einlegeboden;ohne Boden;ON-OFF Regelung;optionale Abwasserpumpe;optionales Zubehör 01;optionales Zubehör 02;optionales Zubehör 03;optionales Zubehör 04;optionales Zubehör 05;optionales Zubehör 06;passend für;passend zu Eisbereiter;passend zu Flockeneisbereiter;passend zu Kegeleisbereiter;passend zu Nuggeteisbereiter;passend zu Scherbeneisbereiter;Passende Geräte;passende Speicher;Position vom Motor;Produkttyp;Raumvolumen in m³;Regalbelastung je lfd. Meter in kg;Regalbodentiefe in mm;Regalböden verstellbar;Reinigungs- und Wasserablauf;Relaisausgang;Relaisausgang-1;Relaisausgang-2;Relaisausgang-3;Relaisausgang-4;Relaisausgang-5;Relaisausgang-6;Rollen;Rollenanzahl;Rost Ablagefläche B x T in mm;Roste / Ablageflächen höhenverstellbar;Roste / Ablagen im Lieferumfang enthalten;Roste / Ablagen maximal möglich;Rostmaß;Rückschiebescheiben;Scannerschienen;Schanksäule vorhanden;Schanktischabdeckung vorhanden;Schublade für Krümelentnahme;Schubladen Nutzhöhe in mm;Schubladen vorhanden;Schutzart;Seitenteile;serieller Ausgang;Serienzubehör 1;Serienzubehör 2;Sockelbaufähig;Spannung Beleuchtung in Volt;Spannung in Volt;Spannung Leuchtmittel in Volt;Spannung Wärmebrücke in Volt;steckerfertig;Steuerung;Stossleisten;Stromaufnahme in Ampere;Stromeingang;Tablettrutschen;Tagesleistung;Tagesleistung in kg;Taschenablage;Tauwasserablauf;Tauwasserverdunstung;Temperaturanzeige;Temperaturbereich;Temperaturbereich bis °C;Temperaturbereich Schnellkühlen;Temperaturbereich Schockfrosten;Temperaturbereich von °C;Temperaturklasse;Temperaturzone im oberen Bereich;Tiefe bei geöffneter Schublade in mm;Tiefe bei geöffneter Tür in mm;Tortenauszug;Traglast gleichmässig verteilt in kg;Traglast Schublade;Trennscheibe für Warenauslage;Typ Verdichter;Tür vorhanden;Tür(en) abschliessbar;Tür(en) arretierend bei über 90°;Tür(en) selbstschließend;Türanschlag;Türanschlag wechselbar;Türanzahl;Türausführung;Türdichtung Farbe;Türenanzahl;Türrahmenheizung;Umdrehungen pro Minute;Umschaltbar von NK auf TK;Unterbau;Unterbau Türanzahl;Unterbaufähig;Unterbaukühlung;Variante;Verdampfer;Verdrahtung;Verdunstungsleistung L / Tag;Verkleidung;Verwendungszweck;Volumen in m³;Volumenstrom Verflüssiger in qbm/h;Vorheizzeit;Vorratsbehälter;Vorratsbehälter Fassungsvermögen in kg;Walzenbreite;Wandausführung;Wannenhöhe;Warenpräsentationsfläche TDA in m²;Warnsummer;Wasserablauf;wassergekühlte Variante erhältlich;Wasserverbrauch auf 24h bei Luftkühlung in Liter;Wasserverbrauch auf 24h bei Wasserkühlung in Liter;Wasserverbrauch pro Kg bei Luftkühlung in Liter;Wasserverbrauch pro Kg bei Wasserkühlung in Liter;Weitere Abmessungen;weitere Größen an Eiswürfeln optional;weitere Merkmale;Weiteres;Wellenlänge in mm;Werbedisplay;Wärmeabgabe in Watt;Zahlplatte;Zonen separat regelbar;Zubehör 01;Zubehör 02;Zubehör 03;Zubehör 04;Zubehör enthalten;Zubehör optional;zusätzlicher Wärmestrahler;Zwischenablage gekühlt;Zwischenablagen;Zwischenfach höhenverstellbar;Korb Nr. & Typ;Getränkeflaschen 330 ml (Stk);Getränkeflaschen 500 ml, PET (Stk);Getränkedosen 330 ml (Stk);Getränkedosen 500 ml (Stk);Kapazität Kühlung (kg);Kühlleistung Kühlraumgeräte (m³);Kapazität Gefrieren (kg);Fassungsvermögen des Eisbehälters (kg);CapacityServingCombined;CapacityStorageCombined;Kapazität 40-Fuß-Container (Stk);Dämmdichte (kg/m³);Vitrinenfamilie;Anzahl der Trennwände (Stk);Trennwandsystem;20 l KEG (Stk);30 l KEG (Stk);50 l KEG (Stk);Deckel-Nr. und Typ;Maximale Bodenbelastung (kg/m²);Einlegebodenmaße;Abmessungen der unteren Ablage;Verpackung Breite in mm;Verpackung Tiefe in mm;Verpackung Höhe in mm;Download 1 - Produktblatt;Download 2 - Betriebsanleitung;Download 3 - Ersatzteilliste;Download 4 - Energielabel;Download 5 - Energiepfeil
Tefcold;;;;;Abfallkühler;44595;WBC 240;5708181713584;5708181713584;TEFCOLD;3905,00;Gastrobereich | AbfallkühlerLagerkühlgeräte | Abfallkühler;;;;;;;;;;;Automatisch, elektrisch;;;;;;;;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;1 Dreh-Volltür;;;;;;;;;;;;;1090;1280;985;;;;;;;;;;;;;;;;;;;150;540;;;;;;;;;;;;;;;;;;;;;;;;3.12;1139;;;;;;;SS 304;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;645;1100;760;;;;;;;;;;;;;;;;;;;;;;;50;R290 / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;SS 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;-2 bis +8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;1 Geschäumter Drehdeckel;;;;1180;1080;1450;WBC_240_Produktblatt.pdf;WBC_240_Betriebsanleitung.pdf;WBC_240_Ersatzteilliste.pdf;WBC_240_Energielabel.pdf;WBC_240_Energiepfeil.pdf
Tefcold;;;;;Abfallkühler;44597;WBC 480;5708181713591;5708181713591;TEFCOLD;4775,00;Gastrobereich | AbfallkühlerLagerkühlgeräte | Abfallkühler;;;;;;;;;;;Automatisch, elektrisch;;;;;;;;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;2 Dreh-Volltüren;;;;;;;;;;;;;1740;1280;985;;;;;;;;;;;;;;;;;;;198;1080;;;;;;;;;;;;;;;;;;;;;;;;3.36;1226;;;;;;;SS 304;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;;;;;;;;;;1295;1100;760;;;;;;;;;;;;;;;;;;;;;;;80;R290 / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;SS 304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188;240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;-2 bis +8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;2 Geschäumte Drehdeckel;;;;1830;1050;1450;WBC_480_Produktblatt.pdf;WBC_480_Betriebsanleitung.pdf;WBC_480_Ersatzteilliste.pdf;WBC_480_Energielabel.pdf;WBC_480_Energiepfeil.pdf
Tefcold;Tefcold-Kühlschrank;Tefcold-Tiefkühlschrank-Volltür;;;Auftisch / Tiefkühlschränke;47526;ICE2;5708181726980;5708181726980;TEFCOLD;1439,00;DEALS + | Energieeffiziente GeräteEiscreme – Gefriergeräte | Auftisch – TiefkühlschränkeEiscreme – Gefriergeräte | Speiseeisvitrinen – statische KühlungGefriergeräte | Auftisch – Tiefkühlschränke;1621258;;;;;;;;;;Manuell;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mechanisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;490;345;790;;;;;;;;;;;;;;;;;;;30;28;;;;;;;;;;;;;;;;;;;;;10;B;;2.87;1049;;;;;;;Weiß;;;;;;;;;;;;;;;;;;;;;Verstellbare Füße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;364;173;389;;;;;;;;;;4;;;;;;;;;;;;;22;R600a / GWP 3;;;Statisch;;;;;;;;;;;;;;;;;;;;;;;;Edelstahl;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;26;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;-22 bis -10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/ 2 Napoli-Behälter (5L);/ Kein Ablageplatz unter;220;;;;;;;;;;;;590;890;375;ICE2_Produktblatt.pdf;ICE2_Betriebsanleitung.pdf;ICE2_Ersatzteilliste.pdf;ICE2_Energielabel.pdf;ICE2_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Tiefkühlschrank-Volltür;;;Auftisch / Tiefkühlschränke;47527;ICE3;5708181726997;5708181726997;TEFCOLD;1589,00;DEALS + | Energieeffiziente GeräteEiscreme – Gefriergeräte | Auftisch – TiefkühlschränkeEiscreme – Gefriergeräte | Speiseeisvitrinen – statische KühlungGefriergeräte | Auftisch – Tiefkühlschränke;1621363;;;;;;;;;;Manuell;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mechanisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;654;345;790;;;;;;;;;;;;;;;;;;;36;35;;;;;;;;;;;;;;;;;;;;;9.4;A;;2.88;1051;;;;;;;Weiß;;;;;;;;;;;;;;;;;;;;;Verstellbare Füße;;;;;;;;;;;;;;;;;;;;;;;;;;;;;529;173;389;;;;;;;;;;4;;;;;;;;;;;;;25;R600a / GWP 3;;;Statisch;;;;;;;;;;;;;;;;;;;;;;;;Edelstahl;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;32;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;-22 bis -10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;/ 3 Napoli-Behälter (5L);/ Kein Ablageplatz unter;150;;;;;;;;;;;;755;890;375;ICE3_Produktblatt.pdf;ICE3_Betriebsanleitung.pdf;ICE3_Ersatzteilliste.pdf;ICE3_Energielabel.pdf;ICE3_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45468;BA11H;5708181721947;5708181721947;TEFCOLD;638,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431506;;;;;;;;;;Automatisch;;;;;;;;95;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;1 Dreh-Glastür;;;;;;;;;;;;;600;900;520;;;;;;;;;;;;;;;;;;;53;128;;;;;;;;;;;;;;;;;;;;;9;A;;0.96;350;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;510;734;418;LED;;;;;;;;;4;;;;;;;;;;;;;55;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;47;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;;;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;96;161;112;;;;;;;136;;;;;;;;;;495x350 mm;;685;575;970;BA11H_Produktblatt.pdf;BA11H_Betriebsanleitung.pdf;BA11H_Ersatzteilliste.pdf;BA11H_Energielabel.pdf;BA11H_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45469;BA16H;5708181721954;5708181721954;TEFCOLD;638,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431507;;;;;;;;;;Automatisch;;;;;;;;95;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;1 Dreh-Glastür;;;;;;;;;;;;;600;870;520;;;;;;;;;;;;;;;;;;;52;125;;;;;;;;;;;;;;;;;;;;;9;A;;0.96;350;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;510;720;418;LED;;;;;;;;;4;;;;;;;;;;;;;55;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;46;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;;;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;84;161;112;;;;;;;136;;;;;;;;;;495x350 mm;;685;575;940;BA16H_Produktblatt.pdf;BA16H_Betriebsanleitung.pdf;BA16H_Ersatzteilliste.pdf;BA16H_Energielabel.pdf;BA16H_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45470;BA21H;5708181721961;5708181721961;TEFCOLD;940,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431559;;;;;;;;;;Automatisch;;;;;;;;115;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;2 Dreh-Glastüren;;;;;;;;;;;;;900;900;520;;;;;;;;;;;;;;;;;;;70;196;;;;;;;;;;;;;;;;;;;;;9;A;;1.08;394;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;810;734;418;LED;;;;;;;;;4;;;;;;;;;;;;;70;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;64;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;143;276;168;;;;;;;96;;;;;;;;;;395x328 mm;;985;575;970;BA21H_Produktblatt.pdf;BA21H_Betriebsanleitung.pdf;BA21H_Ersatzteilliste.pdf;BA21H_Energielabel.pdf;BA21H_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45473;BA21S;5708181721992;5708181721992;TEFCOLD;976,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431560;;;;;;;;;;Automatisch;;;;;;;;115;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;2 Schiebetüren aus Glas;;;;;;;;;;;;;900;900;515;;;;;;;;;;;;;;;;;;;70;196;;;;;;;;;;;;;;;;;;;;;9;A;;1.14;416;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;810;734;418;LED;;;;;;;;;4;;;;;;;;;;;;;70;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;64;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;Ja;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;143;276;168;;;;;;;96;;;;;;;;;;395x328 mm;;985;575;970;BA21S_Produktblatt.pdf;BA21S_Betriebsanleitung.pdf;BA21S_Ersatzteilliste.pdf;BA21S_Energielabel.pdf;BA21S_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45471;BA26H;5708181721978;5708181721978;TEFCOLD;940,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431563;;;;;;;;;;Automatisch;;;;;;;;115;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;2 Dreh-Glastüren;;;;;;;;;;;;;900;870;520;;;;;;;;;;;;;;;;;;;69;190;;;;;;;;;;;;;;;;;;;;;9;A;;1.08;394;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;810;720;418;LED;;;;;;;;;4;;;;;;;;;;;;;70;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;63;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;143;143;276;188;;;;;;;96;;;;;;;;;;395x328 mm;;985;575;940;BA26H_Produktblatt.pdf;BA26H_Betriebsanleitung.pdf;BA26H_Ersatzteilliste.pdf;BA26H_Energielabel.pdf;BA26H_Energiepfeil.png
Tefcold;Tefcold-Kühlschrank;Tefcold-Kühlschrank-Glastür;;;Backbars;45474;BA26S;5708181722005;5708181722005;TEFCOLD;976,00;Glastürkühlgeräte | BackbarsDEALS + | Energieeffiziente Geräte;1431565;;;;;;;;;;Automatisch;;;;;;;;115;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;Elektronisch;;;;;;;;;;;;;;;;;;;;;;;2 Schiebetüren aus Glas;;;;;;;;;;;;;900;870;515;;;;;;230;;;;;;;;;;;;;69;190;;;;;;;;;;;;;;;;;;;;;9;A;;1.14;416;;;;;;;Schwarz;Chrom;;;;;;;;;;;;;;;;;;;;4 Stellfüße;;;;;;44;;;;;;;;;;;;;;;;;;;;;;;810;720;362;LED;;;;;;;;;4;;;;;;;;;;;;;40;R600a / GWP 3;;;Ventiliert;;;;;;;;;;;;;;;;;;;;;;;;Aluminium Stucco;;;;;;+30°C, 55% RH;;;;;;;;;;;;;;;;;;;;;;;;;63;182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4 Tragroste, chrom;;;;;;;;;;;;;;;;;220-240/50;;;Ja;;;;;;;;;;;Thermometer;+2 bis +10;;;;;;;;;;;;;;;Ja;;Ja;;Nein;;;;;;;;;;;;;;;;;;;;;;;;;;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;96;228;144;;;;;;;96;40;;;;;;;;;395x328 mm;;985;575;940;BA26S_Produktblatt.pdf;BA26S_Betriebsanleitung.pdf;BA26S_Ersatzteilliste.pdf;BA26S_Energielabel.pdf;BA26S_Energiepfeil.png
